ID,Tweet,A_Attr,S_Attr,D_label
andhartv_processed_72,people actually think better heron,2,0,0
andhartv_processed_73,coming luke dropped pts rebs first quarter,2,0,0
andhartv_processed_74,great game thank,2,0,0
andhartv_processed_75,suspend,2,0,0
andhartv_processed_76,foot disney neck right said fuck throwbacks got new heat,2,0,0
andhartv_processed_77,oks only sana premiere sales,2,0,0
andhartv_processed_78,future kids experience promise,2,0,0
andhartv_processed_79,future read,2,0,0
andhartv_processed_80,party ignorant miss chance relax make new friends early bird tickets,2,0,0
andhartv_processed_81,hand looks kinda heavy let hold singing,2,0,0
andhartv_processed_82,ocean drake makes screen blue infernal drake makes screen red elder drake makes screen grey,2,0,0
andhartv_processed_83,seeing tweets nation people known hospitality one,2,0,0
andhartv_processed_84,exposed man hairline,2,0,0
andhartv_processed_85,tweets,2,0,0
andhartv_processed_86,put john slam dunk contest,2,0,0
andhartv_processed_87,get better,2,0,0
andhartv_processed_88,prayers return,2,0,0
andhartv_processed_89,cheated,2,0,0
angeliipineda_processed_1,afford wear welcome first impression basic,2,1,3
angeliipineda_processed_2,tell exactly drake sounds,2,1,3
angeliipineda_processed_3,who excited southeast asian subject taken hotel manila courtesy,2,1,3
angeliipineda_processed_4,disrespect even question,2,1,3
angeliipineda_processed_5,dear asean neighbor countries deeply apologize incompetence government host,2,1,3
angeliipineda_processed_6,embarrassing football team left stranded airport later taken,2,1,3
angeliipineda_processed_7,let get clear displaced flattened mountains cemented rice corn fields ignorant lighting,2,1,3
angeliipineda_processed_8,css,2,1,3
angeliipineda_processed_9,good lord,2,1,3
angeliipineda_processed_10,telling kids,2,1,3
angeliipineda_processed_11,tears trained,2,1,3
angeliipineda_processed_12,complete pyramid,2,1,3
angeliipineda_processed_13,senator calls vice president got fired post first,2,1,3
angeliipineda_processed_14,ang,2,1,3
angeliipineda_processed_15,animal chicken little,2,1,3
angeliipineda_processed_16,serving athletes athletes billion budget tas,2,1,3
angeliipineda_processed_17,breath,2,1,3
angeliipineda_processed_18,responsive ang place tho,2,1,3
angeliipineda_processed_19,asked ang ask kayo para akin evidently,2,1,3
angeliipineda_processed_20,three basketball done impact live,2,1,3
angeliipineda_processed_21,ops wants join group,2,1,3
angeliipineda_processed_22,someone worked basic poverty budget released late agency,2,1,3
angeliipineda_processed_23,super news sea games feeling die secondhand embarrassment,2,1,3
angeliipineda_processed_24,impact,2,1,3
angeliipineda_processed_25,plus fact excluded ano pong relate criticize need,2,1,3
angeliipineda_processed_26,fucking mind people choice experienced kayo okay interactions kayo,2,1,3
angeliipineda_processed_27,got give performances year tho nice colourful amazing,2,1,3
angeliipineda_processed_28,gone printing jobs letter marker pesos,2,1,3
angeliipineda_processed_29,deserve kayo fighting gave ang perennial para avenging,2,1,3
angeliipineda_processed_30,build nga,2,1,3
angeliipineda_processed_31,accept defeat,2,1,3
angeliipineda_processed_32,fight fire fire,2,1,3
angeliipineda_processed_33,ready move beat sound get hyped present rock computer,2,1,3
angeliipineda_processed_34,thank sponsoring,2,1,3
angeliipineda_processed_35,bat human formation,2,1,3
angeliipineda_processed_36,men literally made rules called patriarchy,2,1,3
angeliipineda_processed_37,supported hindi ate mali mag criticize pulling ang,2,1,3
angeliipineda_processed_38,sputum sea games,2,1,3
angeliipineda_processed_39,unstoppable,2,1,3
angeliipineda_processed_40,weird attacks lady child saying maybe prioritize honestly let,2,1,3
angeliipineda_processed_41,congratulations growling tigresses paving way sweet second spot women basketball rankings,2,1,3
angeliipineda_processed_42,growling tigers,2,1,3
angeliipineda_processed_43,yelp,2,1,3
angeliipineda_processed_44,pulls uphill,2,1,3
angeliipineda_processed_45,hello public twitter back,2,1,3
angeliipineda_processed_46,handled,2,1,3
angeliipineda_processed_47,wait,2,1,3
angeliipineda_processed_48,hats captain pal saves lives aboard flight making emergency landing,2,1,3
angeliipineda_processed_49,lady paddlers defended championship title two victories table,2,1,3
angeliipineda_processed_50,don worry wound make,2,1,3
angeliipineda_processed_51,tickets game,2,1,3
angeliipineda_processed_52,costume winner friends,2,1,3
angeliipineda_processed_53,guests golden guests,2,1,3
angeliipineda_processed_54,can say embarrassed filipino right regards sea games hosted country ugly logo,2,1,3
angeliipineda_processed_55,cheer nga why,2,1,3
angeliipineda_processed_56,fellowship,2,1,3
angeliipineda_processed_57,far hands,2,1,3
angeliipineda_processed_58,ang crown nasa hindi,2,1,3
angeliipineda_processed_59,yellow day wednesday continue support athletes wearing best yellows wednesday,2,1,3
angeliipineda_processed_60,gravity ignorant wild cheering squad,2,1,3
angeliipineda_processed_61,smooth criminal bit flawless give one,2,1,3
angeliipineda_processed_62,net,2,1,3
angeliipineda_processed_63,next,2,1,3
angeliipineda_processed_64,judgement diminish tiger spirit,2,1,3
angeliipineda_processed_65,stop tweets field trip,2,1,3
angeliipineda_processed_66,enemy say,2,1,3
angeliipineda_processed_67,man worth shows fucking corrupt government din ang,2,1,3
angeliipineda_processed_68,diva carried nung kidnapped done nung chair ming,2,1,3
angeliipineda_processed_69,winner surrender,2,1,3
angeliipineda_processed_70,sleep,2,1,3
angeliipineda_processed_71,knows tongs tweet other,2,1,3
angeliipineda_processed_72,parang direct nung piece,2,1,3
angeliipineda_processed_73,solid,2,1,3
angeliipineda_processed_74,waw,2,1,3
angeliipineda_processed_75,let fucking,2,1,3
angeliipineda_processed_76,korea,2,1,3
angeliipineda_processed_77,bale privacy only crown dun spain sucked may stoplight,2,1,3
angeliipineda_processed_78,tweets,2,1,3
angeliipineda_processed_79,choosing winner custom want case winner randomly,2,1,3
angeliipineda_processed_80,look flaunting enchanting ensemble mall asia arena,2,1,3
angeliipineda_processed_81,narcissist administration means preparedness,2,1,3
angeliipineda_processed_82,follow all yellow shirt,2,1,3
angelurrkaah_processed_1,hay,2,2,2
angelurrkaah_processed_2,kayo,2,2,2
angelurrkaah_processed_3,bang electric fan,2,2,2
angelurrkaah_processed_4,make all public officials commute make all public officials commute make all public officials commute make all public,2,2,2
angelurrkaah_processed_5,worth,2,2,2
angelurrkaah_processed_6,nga awakened,2,2,2
angelurrkaah_processed_7,today,2,2,2
angelurrkaah_processed_8,prelim week around corner follow study tips help get exams come,2,2,2
angelurrkaah_processed_9,gusto,2,2,2
angelurrkaah_processed_10,welcome,2,2,2
angelurrkaah_processed_11,let time fool,2,2,2
angelurrkaah_processed_12,feeling drained overwhelmed only days left get rest sleep,2,2,2
angelurrkaah_processed_13,laban,2,2,2
angelurrkaah_processed_14,sana done tongs laptop,2,2,2
angelurrkaah_processed_15,sales css generously,2,2,2
angelurrkaah_processed_16,back finals,2,2,2
angelurrkaah_processed_17,lets,2,2,2
angelurrkaah_processed_18,contented,2,2,2
angelurrkaah_processed_19,time,2,2,2
angelurrkaah_processed_20,aegis picture,2,2,2
angelurrkaah_processed_21,feel bad low grades define keep studying always best forget,2,2,2
angelurrkaah_processed_22,definitely delete morning close quitting school focus,2,2,2
angelurrkaah_processed_23,big shot new,2,2,2
angelurrkaah_processed_24,motivation finish week knowing best last day prelim week study hard,2,2,2
angelurrkaah_processed_25,choice,2,2,2
angelurrkaah_processed_26,pang strong like,2,2,2
angelurrkaah_processed_27,happy teacher day favorite,2,2,2
angelurrkaah_processed_28,ang,2,2,2
angelurrkaah_processed_29,para lower box,2,2,2
angelurrkaah_processed_30,may ready friday commuting creative,2,2,2
angelurrkaah_processed_31,waw,2,2,2
angelurrkaah_processed_32,sorry,2,2,2
angelurrkaah_processed_33,noise november shut,2,2,2
angelurrkaah_processed_34,bye globe,2,2,2
angelurrkaah_processed_35,waiting sign says stop procrastinating study study tip productive keeping away,2,2,2
angelurrkaah_processed_36,mvp,2,2,2
angelurrkaah_processed_37,drained,2,2,2
angelurrkaah_processed_38,ops,2,2,2
angelurrkaah_processed_39,studying hard exams important must neglect health brains function better enough,2,2,2
angelurrkaah_processed_40,lord,2,2,2
angelurrkaah_processed_41,watch frozen,2,2,2
angelurrkaah_processed_42,only days left prelim week study tip make sure notes need reward,2,2,2
angelurrkaah_processed_43,judge dumb keep mind one brain cell amp alone dark,2,2,2
angelurrkaah_processed_44,pesos,2,2,2
angelurrkaah_processed_45,gusto,2,2,2
angelurrkaah_processed_46,catch carlos party rest family anticipated rock roll event year grab,2,2,2
angelurrkaah_processed_47,time break free ready looks take break laptops notebooks,2,2,2
angelurrkaah_processed_48,love hear ask opinions given themes choices think,2,2,2
angelurrkaah_processed_49,tweets,2,2,2
angelurrkaah_processed_50,baba jan,2,2,2
angelurrkaah_processed_51,ready rock amp set time machines trip back time get ready,2,2,2
angelurrkaah_processed_52,still lots study eyes already tired study tip try ease tired eyes printing lectures,2,2,2
angelurrkaah_processed_53,prelim week conquered now exams treat great job finally sleep get,2,2,2
angelurrkaah_processed_54,tired,2,2,2
angelurrkaah_processed_55,sales css,2,2,2
angelurrkaah_processed_56,net,2,2,2
angelurrkaah_processed_57,today day,2,2,2
angelurrkaah_processed_58,ready move beat sound get hyped present rock computer,2,2,2
angelurrkaah_processed_59,mag bye,2,2,2
angelurrkaah_processed_60,get see different side fellow css members join groove music year,2,2,2
angelurrkaah_processed_61,wallet,2,2,2
ayeblancwhite_processed_1,make dreams come true one gave love know,4,3,2
ayeblancwhite_processed_2,despite hype prowess dance troupe went might remained true theme,4,3,2
ayeblancwhite_processed_3,just rushed hospital due severe back pains carrying responsibilities,4,3,2
ayeblancwhite_processed_4,hair bows,4,3,2
ayeblancwhite_processed_5,dance troupe,4,3,2
ayeblancwhite_processed_6,winter coats,4,3,2
ayeblancwhite_processed_7,someone make laugh even feel like smiling,4,3,2
ayeblancwhite_processed_8,leave period,4,3,2
ayeblancwhite_processed_9,august threw message bottle ocean beach october,4,3,2
ayeblancwhite_processed_10,using film camera rolls film,4,3,2
ayeblancwhite_processed_11,seoul cafes every floor,4,3,2
ayeblancwhite_processed_12,simply stunning,4,3,2
ayeblancwhite_processed_13,don know,4,3,2
ayeblancwhite_processed_14,love,4,3,2
ayeblancwhite_processed_15,ribbed knit turtlenecks,4,3,2
ayeblancwhite_processed_16,great relationship falling love person,4,3,2
ayeblancwhite_processed_17,hope know heart,4,3,2
ayeblancwhite_processed_18,surround positive people support always,4,3,2
ayeblancwhite_processed_19,even early get random urges disappear move remote foreign city start new life,4,3,2
ayeblancwhite_processed_20,space shuttle challenge tried singing space shuttle roller coaster,4,3,2
ayeblancwhite_processed_21,din ang,4,3,2
ayeblancwhite_processed_22,cute,4,3,2
ayeblancwhite_processed_23,craving tightest hug,4,3,2
ayeblancwhite_processed_24,congratulations dance bagging place teams,4,3,2
ayeblancwhite_processed_25,restless breathing,4,3,2
ayeblancwhite_processed_26,palpitating coffee intake,4,3,2
ayeblancwhite_processed_27,grow stronger pain let destroy,4,3,2
ayeblancwhite_processed_28,eyes never lie,4,3,2
ayeblancwhite_processed_29,century ring unfolds astronomical sphere,4,3,2
ayeblancwhite_processed_30,devoted page sketchbook small drawings pens see come using colors,4,3,2
ayeblancwhite_processed_31,lie name drop lovely mom love,4,3,2
ayeblancwhite_processed_32,bloody gravy look shocked seeing gravy fast food chain,4,3,2
ayeblancwhite_processed_33,cox welcoming truly greatest thing ever,4,3,2
ayeblancwhite_processed_34,bat paul make walk marriage paul,4,3,2
ayeblancwhite_processed_35,light may remember okay okay sometimes take care,4,3,2
ayeblancwhite_processed_36,lie name drop,4,3,2
ayeblancwhite_processed_37,let,4,3,2
ayeblancwhite_processed_38,ang,4,3,2
ayeblancwhite_processed_39,everyday mood,4,3,2
ayeblancwhite_processed_40,luke pray,4,3,2
ayeblancwhite_processed_41,look nasa shares photo glowing milky way arcs across sea stars planets photos courtesy nasa,4,3,2
ayeblancwhite_processed_42,see later,4,3,2
ayeblancwhite_processed_43,nice someone life make smile even around,4,3,2
ayeblancwhite_processed_44,eventful break,4,3,2
ayeblancwhite_processed_45,love thank din,4,3,2
ayeblancwhite_processed_46,thankful,4,3,2
ayeblancwhite_processed_47,news alert line remain closed tomorrow october,4,3,2
ayeblancwhite_processed_48,quite eventful evening thank date,4,3,2
ayeblancwhite_processed_49,happiness comes first,4,3,2
ayeblancwhite_processed_50,beses,4,3,2
ayeblancwhite_processed_51,asked secret long lasting relationship appreciate little things daniel,4,3,2
ayeblancwhite_processed_52,new pressed flower necklaces petunia square iberis diamond shape new beautiful pieces,4,3,2
ayeblancwhite_processed_53,teacher,4,3,2
ayeblancwhite_processed_54,just official competition tally sheet,4,3,2
ayeblancwhite_processed_55,look nasa shares spooky image titanic collision two galaxies,4,3,2
ayeblancwhite_processed_56,sana,4,3,2
ayeblancwhite_processed_57,time break free ready looks take break laptops notebooks,4,3,2
ayeblancwhite_processed_58,said say roses sunflower combo gorgeous thing ever,4,3,2
ayeblancwhite_processed_59,students start availing discount domestic air fares presenting school documents purchase,4,3,2
ayeblancwhite_processed_60,flowers love flowers,4,3,2
ayeblancwhite_processed_61,tweets,4,3,2
ayeblancwhite_processed_62,bloom,4,3,2
ayeblancwhite_processed_63,ready rock amp set time machines trip back time get ready,4,3,2
ayeblancwhite_processed_64,both spit smooth yes depends cuddles,4,3,2
ayeblancwhite_processed_65,may tas,4,3,2
ayeblancwhite_processed_66,love need need love,4,3,2
ayeblancwhite_processed_67,prelims week coming stressed look surprised thank,4,3,2
ayeblancwhite_processed_68,let toxic shit,4,3,2
ayeblancwhite_processed_69,breaking dance troupe places fourth points,4,3,2
ayeblancwhite_processed_70,colors less known filipino equivalents pink lavender purple orange green,4,3,2
ayeblancwhite_processed_71,like taking random videos girlfriend,4,3,2
ayeblancwhite_processed_72,yellow days please advised encourage wear yellow october amp,4,3,2
ayeblancwhite_processed_73,one committed marvel fan currently working shield signatures stars,4,3,2
ayeblancwhite_processed_74,love,4,3,2
ayeblancwhite_processed_75,look photographer captures stunning photos milky way beach resort saturday,4,3,2
Bonbondocers_processed_1,father bookkeeping pray,2,2,0
Bonbondocers_processed_2,earl,2,2,0
Bonbondocers_processed_3,thanks,2,2,0
Bonbondocers_processed_4,happens right get perfect shot,2,2,0
Bonbondocers_processed_5,trivias,2,2,0
Bonbondocers_processed_6,wag,2,2,0
Bonbondocers_processed_7,amp bob amp tactical shooting gallery brought health amp safety club together,2,2,0
Bonbondocers_processed_8,music,2,2,0
Bonbondocers_processed_9,hour,2,2,0
Bonbondocers_processed_10,another day another shit,2,2,0
Bonbondocers_processed_11,section,2,2,0
Bonbondocers_processed_12,looks like country,2,2,0
Bonbondocers_processed_13,actually like feeling existing feeling alive,2,2,0
Bonbondocers_processed_14,unpopular opinion someone tells reconsider take time think actions,2,2,0
Bonbondocers_processed_15,david salon,2,2,0
Bonbondocers_processed_16,gusto dab,2,2,0
Bonbondocers_processed_17,grateful life,2,2,0
Bonbondocers_processed_18,may bidet wipes,2,2,0
Bonbondocers_processed_19,modules galore,2,2,0
Bonbondocers_processed_20,starting regret,2,2,0
Bonbondocers_processed_21,honors thanks tho,2,2,0
Bonbondocers_processed_22,married happiest lucky share life amazing woman,2,2,0
Bonbondocers_processed_23,always maximize tuition fees,2,2,0
Bonbondocers_processed_24,drama,2,2,0
Bonbondocers_processed_25,hang soon,2,2,0
Bonbondocers_processed_26,ang daming,2,2,0
Bonbondocers_processed_27,ain bitch raised around lions,2,2,0
Bonbondocers_processed_28,pineapples look weird,2,2,0
Bonbondocers_processed_29,name better president wait,2,2,0
Bonbondocers_processed_30,married revived love reached million subscribers month,2,2,0
Bonbondocers_processed_31,miss din funds education,2,2,0
Bonbondocers_processed_32,mixed feelings tomorrow,2,2,0
Bonbondocers_processed_33,tomato plants,2,2,0
Bonbondocers_processed_34,well,2,2,0
Bonbondocers_processed_35,guys,2,2,0
Bonbondocers_processed_36,tinder platform exchange classmate goods services good classmate,2,2,0
Bonbondocers_processed_37,writing activities,2,2,0
Bonbondocers_processed_38,feels college,2,2,0
Bonbondocers_processed_39,yesss changed passed,2,2,0
Bonbondocers_processed_40,mag review effective akin,2,2,0
Bonbondocers_processed_41,notice lied,2,2,0
Bonbondocers_processed_42,hindi,2,2,0
Bonbondocers_processed_43,stop assuming please,2,2,0
Bonbondocers_processed_44,now quality content consume,2,2,0
Bonbondocers_processed_45,life weird,2,2,0
Bonbondocers_processed_46,give fucking recognition worked,2,2,0
Bonbondocers_processed_47,gala,2,2,0
Bonbondocers_processed_48,clyde annex,2,2,0
Bonbondocers_processed_49,rough day,2,2,0
Bonbondocers_processed_50,fire nation attacked sorry sorry,2,2,0
Bonbondocers_processed_51,may lab life,2,2,0
Bonbondocers_processed_52,ignorance bliss,2,2,0
Bonbondocers_processed_53,just kat bird,2,2,0
Bonbondocers_processed_54,credits person took arch centuries photo,2,2,0
Bonbondocers_processed_55,hnd graduate enrollment,2,2,0
Bonbondocers_processed_56,day schedule there shortened classes,2,2,0
Bonbondocers_processed_57,mom best backup,2,2,0
Bonbondocers_processed_58,borderline,2,2,0
Bonbondocers_processed_59,holy sheet,2,2,0
Bonbondocers_processed_60,canceled plans,2,2,0
Bonbondocers_processed_61,lab,2,2,0
Bonbondocers_processed_62,difference dad boomerang boomerang came back,2,2,0
Bonbondocers_processed_63,god tier international relations philosophy history continental philosophy geopolitics oriental philosophy high,2,2,0
Bonbondocers_processed_64,need put effort,2,2,0
Bonbondocers_processed_65,best,2,2,0
Bonbondocers_processed_66,twitter wannabe attempting come wittiest tweets happened,2,2,0
Bonbondocers_processed_67,required documents,2,2,0
Bonbondocers_processed_68,vote know cast towns,2,2,0
Bonbondocers_processed_69,fame,2,2,0
Bonbondocers_processed_70,man,2,2,0
Bonbondocers_processed_71,sign lord,2,2,0
Bonbondocers_processed_72,newfound respect vets,2,2,0
Bonbondocers_processed_73,mess,2,2,0
Bonbondocers_processed_74,after reading curious cat amp friends see questions asked,2,2,0
Bonbondocers_processed_75,skyscrapers stargazers,2,2,0
Bonbondocers_processed_76,fucking savage love,2,2,0
Bonbondocers_processed_77,tweets,2,2,0
Bonbondocers_processed_78,data hello summer classes,2,2,0
Bonbondocers_processed_79,post shit shit,2,2,0
chenstephanie18_processed_1,may,1,0,0
chenstephanie18_processed_2,responsibility,1,0,0
chenstephanie18_processed_3,heart heavens jesus center,1,0,0
chenstephanie18_processed_4,past weeks really exhausting community why take time out fun,1,0,0
chenstephanie18_processed_5,computer science society proudly congratulates batch may lessons learned values picked,1,0,0
chenstephanie18_processed_6,pew pew pew,1,0,0
chenstephanie18_processed_7,become one computer science society executive board members here schedule,1,0,0
chenstephanie18_processed_8,still soul,1,0,0
chenstephanie18_processed_9,unending love amazing grace,1,0,0
chenstephanie18_processed_10,top,1,0,0
chenstephanie18_processed_11,ang hassle signal,1,0,0
chenstephanie18_processed_12,stay strong,1,0,0
chenstephanie18_processed_13,solid prof,1,0,0
chenstephanie18_processed_14,sleepless nights end,1,0,0
chenstephanie18_processed_15,save,1,0,0
chenstephanie18_processed_16,lord offer life,1,0,0
chenstephanie18_processed_17,lord promised good word hope secures,1,0,0
chenstephanie18_processed_18,missing friends,1,0,0
chenstephanie18_processed_19,feeling grateful lord indeed god say,1,0,0
chenstephanie18_processed_20,gising,1,0,0
chenstephanie18_processed_21,professor jonathan css adviser delivering opening remarks hurry,1,0,0
chenstephanie18_processed_22,first speaker rosario opens introduction company,1,0,0
chenstephanie18_processed_23,get well soon,1,0,0
chenstephanie18_processed_24,finishes brain,1,0,0
chenstephanie18_processed_25,event worth hype worth wait,1,0,0
chenstephanie18_processed_26,cookie,1,0,0
chenstephanie18_processed_27,thank lord,1,0,0
chenstephanie18_processed_28,cookie,1,0,0
chenstephanie18_processed_29,bought cookies redeem fallen cookie,1,0,0
chenstephanie18_processed_30,dropped cookie,1,0,0
chenstephanie18_processed_31,next time kayo next time,1,0,0
chenstephanie18_processed_32,let support represents institute youth ambassadors,1,0,0
chenstephanie18_processed_33,good,1,0,0
chenstephanie18_processed_34,sad,1,0,0
chenstephanie18_processed_35,think body forgot sleep early,1,0,0
chenstephanie18_processed_36,welcome university freshmen today marks first day certified may stay,1,0,0
chenstephanie18_processed_37,thank ate,1,0,0
chenstephanie18_processed_38,prepare enlightened ics week css presents data sync learn different issues,1,0,0
chenstephanie18_processed_39,chester,1,0,0
chenstephanie18_processed_40,let deeds outrun words let life outweigh songs,1,0,0
chenstephanie18_processed_41,year,1,0,0
chenstephanie18_processed_42,ang,1,0,0
chenstephanie18_processed_43,nothing compares promise,1,0,0
chenstephanie18_processed_44,kind thread,1,0,0
chenstephanie18_processed_45,joke next day,1,0,0
chenstephanie18_processed_46,setting new record energy drinks keeping awake till,1,0,0
chenstephanie18_processed_47,may quiet surely know listen take care people around wish years filled,1,0,0
chenstephanie18_processed_48,here official candidates computer science society elections academic year,1,0,0
chenstephanie18_processed_49,romans,1,0,0
chenstephanie18_processed_50,last push push push,1,0,0
chenstephanie18_processed_51,battle codes prove show worthy claiming throne best,1,0,0
chenstephanie18_processed_52,god redeemed dwell christian bubble redeemed spread christian gospel,1,0,0
chenstephanie18_processed_53,good morning doors open medicine auditorium register,1,0,0
chenstephanie18_processed_54,commute yay,1,0,0
chenstephanie18_processed_55,next talks fundamentals scrum framework second speaker,1,0,0
chenstephanie18_processed_56,thank integral calculator,1,0,0
chenstephanie18_processed_57,also see guidelines requirements aspiring candidates link certificate candidacy,1,0,0
chenstephanie18_processed_58,lead inspire guide committee choose serve community applications open july,1,0,0
chenstephanie18_processed_59,thank lord never cease amaze,1,0,0
chenstephanie18_processed_60,tweets,1,0,0
chenstephanie18_processed_61,lead rock higher,1,0,0
chenstephanie18_processed_62,acquaint executive board member applying get know serve,1,0,0
chenstephanie18_processed_63,thank,1,0,0
chenstephanie18_processed_64,read bible verses around today lot doubts worries day lord indeed,1,0,0
chenstephanie18_processed_65,through hard work resilience together achieve academic excellence applications academics committee,1,0,0
chenstephanie18_processed_66,marsh,1,0,0
chenstephanie18_processed_67,regard god airman regards parachute emergencies hopes never use,1,0,0
chenstephanie18_processed_68,wow,1,0,0
chenstephanie18_processed_69,april css proudly presents level learn create game using unity lab,1,0,0
chenstephanie18_processed_70,thanks,1,0,0
chenstephanie18_processed_71,debut never celebratory feast marks end semester,1,0,0
chenstephanie18_processed_72,hold world palm hands,1,0,0
chlarizzzzza_processed_1,imagine wasting money million cauldron sea games filipinos nationwide struggle get basic,2,0,1
chlarizzzzza_processed_2,side comments live,2,0,1
chlarizzzzza_processed_3,ever get feeling brilliance already dimmed fear knowing ever get back,2,0,1
chlarizzzzza_processed_4,served athletes breakfast,2,0,1
chlarizzzzza_processed_5,class philippines ano charger,2,0,1
chlarizzzzza_processed_6,hindi suspended classroom,2,0,1
chlarizzzzza_processed_7,water looks delicious,2,0,1
chlarizzzzza_processed_8,ang symbolism divided distortion,2,0,1
chlarizzzzza_processed_9,want successful make parents proud also class hours,2,0,1
chlarizzzzza_processed_10,there deeply immoral country budgets constantly cut,2,0,1
chlarizzzzza_processed_11,all hard work all people tax all blood sweat tears work,2,0,1
chlarizzzzza_processed_12,beg someone attention love start losing,2,0,1
chlarizzzzza_processed_13,used text people like but became bad late reply even sometimes read texts,2,0,1
chlarizzzzza_processed_14,botox gift god,2,0,1
chlarizzzzza_processed_15,like need grind harder,2,0,1
chlarizzzzza_processed_16,someone worked basic budget released late agency,2,0,1
chlarizzzzza_processed_17,ang current system never lives needs majority,2,0,1
chlarizzzzza_processed_18,may mama,2,0,1
chlarizzzzza_processed_19,there hits hard steal bee honey breaks heart thinking hard,2,0,1
chlarizzzzza_processed_20,tides favor takes ocean snatch title yet miracle happened yrs ago,2,0,1
chlarizzzzza_processed_21,artist hindi,2,0,1
chlarizzzzza_processed_22,harvesting organs forcing women share beds officials separating family torturing thousands forcing,2,0,1
chlarizzzzza_processed_23,sir one blame putting country shame kayo simply accept,2,0,1
chlarizzzzza_processed_24,hard watch way pointed blood bed little girl corner undressed,2,0,1
chlarizzzzza_processed_25,cry cry get home cry cry get home cry cry,2,0,1
chlarizzzzza_processed_26,angel went city help victims mindanao earthquake,2,0,1
chlarizzzzza_processed_27,alert goons regent food corporation,2,0,1
chlarizzzzza_processed_28,get cash good dick too fuck living unlucky amp ugly life,2,0,1
chlarizzzzza_processed_29,give months end drugs give full power drugs give,2,0,1
